Ticker,Company,Type,Price,Market Cap,urls,Description,Phase 3 Ready,Phase 2b Ready,alzheimer
AXIM,AXIM Biotechnologies Inc,Common Stock,0.755,$105.67M,https://finance.yahoo.com/quote/AXIM/profile?p=AXIM,"AXIM Biotechnologies, Inc., a preclinical stage research and development company focuses on changing diagnosis and treatment for oncology and SARS-CoV-2 (COVID-19). The company is developing NeuCovix, a rapid diagnostic test measuring levels of functional neutralizing antibodies to prevent SARS-CoV-2 from entering the host cells; and ImmunoPass, a rapid serological diagnostic test that measures SARS-CoV-2 neutralizing antibodies within 10 minutes. It is also developing rapid diagnostic tests for the early detection of cancer and proprietary small molecules drugs to treat cancer and block metastasis; and SPX-1009, an anti-metastatic treatment to measure levels of quiescin sulfhydryl oxidase I. The company was formerly known as Axim International Inc. and changed its name to AXIM Biotechnologies, Inc. in July 2014. AXIM Biotechnologies, Inc. was incorporated in 2010 and is headquartered in San Diego, California.",0,0,0
CAPR,Capricor Therapeutics Inc,Common Stock,4.78,$106.15M,https://finance.yahoo.com/quote/CAPR/profile?p=CAPR,"Capricor Therapeutics, Inc., a biotechnology company, focuses on the development of transformative cell- and exosome-based therapeutics for the treatment and prevention of a broad spectrum of diseases. The company's lead candidate, CAP-1002, an allogeneic cardiac-derived cell therapy, which has completed phase II clinical trial for the treatment of patients with late-stage Duchenne muscular dystrophy (DMD); CAP-1002, which is in Phase II clinical trial for the treatment of cytokine storm associated with COVID-19; and completed various trials investigating the use of CAP-1002 for the treatment of cardiac conditions, including heart failure and post myocardial infarction with cardiac dysfunction. It is also developing CAP-2003 that is in pre-clinical development for the treatment of trauma related injuries and conditions; and two vaccine candidates, which are in preclinical stage for the potential prevention of COVID-19. Capricor collaborates with Lonza Houston, Inc. for the development of CAP-1002, its cell therapy candidate for the treatment of DMD and other indications. The company was founded in 2005 and is headquartered in Beverly Hills, California.",0,1,0
ROMJF,Rubicon Organics Inc,Common Stock,1.99,$106.72M,https://finance.yahoo.com/quote/ROMJF/profile?p=ROMJF,"Rubicon Organics Inc. produces and sells organic cannabis in Canada. The company processes organic cannabis at its federally licensed 125,000 square foot facility in Delta, British Columbia and sells under its wholly owned and other licensed brands. Rubicon Organics Inc. was incorporated in 2015 and is headquartered in Vancouver, Canada.",0,0,0
GLTO,Galecto Inc,Common Stock,4.46,$107.11M,https://finance.yahoo.com/quote/GLTO/profile?p=GLTO,"Galecto, Inc., a clinical-stage biotechnology company, develops molecules for the treatment of fibrosis, cancer, inflammation, and other related diseases. The company's lead product candidate is GB0139, an inhaled inhibitor of galectin-3 that is in Phase IIb clinical trial for the treatment of severe fibrotic lung diseases, such as idiopathic pulmonary fibrosis, a life-threatening progressive fibrotic disease of the lung. Its products also comprise GB2064, which is in Phase I/IIa for the treatment of myelofibrosis; and GB1211, a selective oral galectin-3 inhibitor that is in Phase I/IIa for the treatment of cancer and fibrosis. Galecto, Inc. was founded in 2011 and is headquartered in Copenhagen, Denmark.",0,1,0
DYAI,Dyadic International Inc,Common Stock,3.4,$107.19M,https://finance.yahoo.com/quote/DYAI/profile?p=DYAI,"Dyadic International, Inc., a biotechnology platform company, develops, produces, and sells enzymes and other proteins in the United States. The company utilizes its patented and proprietary C1 technology and other technologies to conduct research, development, and commercial activities for the development and manufacturing of human and animal vaccines and drugs, such as virus like particles and antigens, monoclonal antibodies, fab antibody fragments, Fc-fusion proteins, biosimilars and/or biobetters, and other therapeutic enzymes and proteins. It offers DYAI-100, SARS-CoV-2-S-RBD antigen vaccine candidate towards a first-in-human Phase 1 clinical trial, is to validate to serve as proof of concept for the development of next generation multivariant COVID-19 vaccine candidates. The company has a research and development agreement with VTT Technical Research Centre of Finland, Ltd.; strategic research services agreement with Biotechnology Developments for Industry in Pharmaceuticals, S.L.U.; and research collaborations with Jiangsu Hengrui Medicine, Serum Institute of India Pvt., Ltd., and WuXi Biologics. It also has a collaboration with TurtleTree Scientific Pte. Ltd. to develop various recombinant protein growth factors; and a partnership agreement with Medytox, Inc. and Syngene International Limited to develop COVID-19 vaccines and/or boosters. The company was founded in 1979 and is headquartered in Jupiter, Florida.",0,0,0
COCP,Cocrystal Pharma Inc,Common Stock,1.1,$107.22M,https://finance.yahoo.com/quote/COCP/profile?p=COCP,"Cocrystal Pharma, Inc., a biotechnology company, focuses on the discovery and development of antiviral therapeutic treatments for serious and/or chronic viral diseases. It employs structure-based technologies to create antiviral drugs primarily to treat hepatitis C virus (HCV), influenza virus, coronavirus, and norovirus infections. The company develops CC-31244, a HCV non-nucleoside polymerase inhibitor that has completed Phase 2a clinical trial to treat HCV infection; and CC-42344, a PB2 inhibitor that is in preclinical development trials for treating influenza infection. It is also involved in identifying and developing non-nucleoside polymerase inhibitors for norovirus infections. Cocrystal Pharma, Inc. has a license and research collaboration agreement with Merck Sharp & Dohme Corp. to discover and develop proprietary influenza A/B antiviral agents; a license agreement with Kansas State University Research Foundation to develop antiviral compounds for the treatment of norovirus and coronavirus infections; and drug discovery collaboration with HitGen and InterX Inc. The company is headquartered in Bothell, Washington.",0,1,0
IFRX,InflaRx NV,Common Stock,2.55,$108.72M,https://finance.yahoo.com/quote/IFRX/profile?p=IFRX,"InflaRx N.V., a clinical-stage biopharmaceutical company, discovers and develops inhibitors using C5a technology primarily in the Germany and United States. Its C5a is an inflammatory mediator that is involved in the enhancement of a variety of autoimmune and other inflammatory diseases. The company's lead product candidate is IFX-1, an intravenously delivered first-in-class anti-C5a monoclonal antibody, which completed the Phase IIb clinical trial for the treatment of hidradenitis suppurativa, a rare and chronic debilitating systemic inflammatory skin disease; to treat ANCA-associated vasculitis, a rare and life-threatening autoimmune disease; and for the treatment of pyoderma gangrenosum, a chronic inflammatory skin disorder, as well as developing IFX-1 for the treatment of oncological diseases. It also develops IFX-2 that is in pre-clinical development stage for the treatment of chronic inflammation and autoimmune diseases. InflaRx N.V. has co-development agreement with Beijing Defengrei Biotechnology Co. Ltd. The company was formerly known as Fireman B.V. and changed its name to InflaRx N.V. in 2017. InflaRx N.V. was founded in 2007 and is headquartered in Jena, Germany.",0,1,0
CMPI,Checkmate Pharmaceuticals Inc,Common Stock,5.09,$110.29M,https://finance.yahoo.com/quote/CMPI/profile?p=CMPI,"Checkmate Pharmaceuticals, Inc., a clinical-stage biotechnology company, focuses on developing and commercializing novel therapeutics for the treatment of cancer. It develops CMP-001, which is in phase II clinical trial in combination with pembrolizumab to treat patients with PD-1 refractory melanoma; combination with nivolumab to treat patients with PD-1 naÃ¯ve neoadjuvant melanoma; and treatment in patients with PD-1 refractory melanoma. The company has strategic alliances with Merck KGaA and Pfizer. Checkmate Pharmaceuticals, Inc. was incorporated in 2015 and is headquartered in Cambridge, Massachusetts.",0,1,0
GNCA,Genocea Biosciences Inc,Common Stock,2.03,$110.50M,https://finance.yahoo.com/quote/GNCA/profile?p=GNCA,"Genocea Biosciences, Inc., a biopharmaceutical company, discovers and develops novel cancer immunotherapies. The company uses its proprietary discovery platform, ATLAS, which profiles each patient's CD4+ and CD8+ T cell immune responses to every target or antigen identified by next-generation sequencing of that patient's tumor. Its products include GEN-011, an adoptive T cell therapy using neoantigen-targeted peripheral cells for ATLAS identified anti-tumor antigens that are used to manufacture peripheral blood-derived tumor-specific T cell therapy; and GEN-009, a neoantigen vaccine candidate, delivering adjuvanted synthetic long peptides spanning ATLAS-identified anti-tumor neoantigens. The company was incorporated in 2006 and is based in Cambridge, Massachusetts.",0,0,0
NBSE,NeuBase Therapeutics Inc,Common Stock,3.54,$111.24M,https://finance.yahoo.com/quote/NBSE/profile?p=NBSE,"NeuBase Therapeutics, Inc., a pre-clinical-stage biopharmaceutical company, focuses on the development of therapies to treat rare genetic diseases and cancers caused by mutant genes. The company's proprietary modular peptide-nucleic acid antisense oligo (PATrOL) platform focuses on addressing Huntington's disease (HD) and myotonic dystrophy, as well as other genetic disorders and cancer. Its lead programs include NT0100, a PATrOL enabled anti-gene for Huntington's disease; and NT0200, a PATrOL enabled anti-gene for myotonic dystrophy type 1. NeuBase Therapeutics, Inc. is headquartered in Pittsburgh, Pennsylvania.",0,0,0
MDWD,MediWound Ltd,Common Stock,3.99,$111.70M,https://finance.yahoo.com/quote/MDWD/profile?p=MDWD,"MediWound Ltd., a biopharmaceutical company, develops, manufactures, and commercializes novel and bio-therapeutic solutions for tissue repair and regeneration. It markets NexoBrid, a biopharmaceutical product for the removal of eschar, a dead or damaged tissue in adults with deep partial- and full-thickness thermal burns to burn centers and hospitals burn units. The company also develops EscharEx, which has completed Phase II clinical trials for the debridement of chronic and other hard-to-heal wounds; MWPC005, a topically applied biological drug candidate that is in Phase I/II clinical trial for the treatment of non-melanoma skin cancers; and MWPC003 for connective tissue disorders. MediWound Ltd. was founded in 2000 and is headquartered in Yavne, Israel.",0,1,0
EYEN,Eyenovia Inc,Common Stock,4.37,$111.96M,https://finance.yahoo.com/quote/EYEN/profile?p=EYEN,"Eyenovia, Inc., a clinical stage ophthalmic company, engages in developing therapeutics based on its proprietary microdose array print (MAP) platform technology. The company focuses on to develop clinical microdosing of formulations of ophthalmic pharmaceutical agents using its Optejet branded targeted ocular delivery system. Its pipelines focus on the development of therapeutic indications for patients with progressive myopia and age-related near vision impairment or presbyopia indications; and microdose fixed combination ophthalmic pharmaceutical for mydriasis to address the eye exams with pupil dilation. The company's product candidates in pipeline include MicroLine, which is in Phase III clinical development program with indications for the improvement in near vision in people with presbyopia; MicroPine, which is in Phase III clinical development program with indications for pediatric myopia progression (near-sightedness); and MydCombi, which is in Phase III clinical development program with indications for pharmaceutical mydriasis. It has a license agreement with Bausch Health Ireland Limited to develop and commercialize MicroPine in the United States and Canada; and a license agreement with Arctic Vision (Hong Kong) Limited to develop and commercialize MicroPine and MicroLine in China and South Korea. The company was formerly known as PGP Holdings V, Inc. and changed its name to Eyenovia, Inc. in May 2014. Eyenovia, Inc. was incorporated in 2014 and is headquartered in New York, New York.",1,1,0
LGVN,Longeveron INC,Common Stock,6.14,$112.39M,https://finance.yahoo.com/quote/LGVN/profile?p=LGVN,"Longeveron Inc., a clinical stage biotechnology company, engages in developing cellular therapies for aging-related and life-threatening conditions. The company's lead investigational product is the LOMECEL-B, a cell-based therapy product that is derived from culture-expanded medicinal signaling cells that are sourced from bone marrow of young healthy adult donors. It is conducting Phase 1 and 2 clinical trials in various indications comprising aging frailty, alzheimer's disease, metabolic syndrome, acute respiratory distress syndrome, and hypoplastic left heart syndrome. The company was incorporated in 2014 and is headquartered in Miami, Florida.",0,0,1
EVGN,Evogene Ltd,Common Stock,2.94,$113.97M,https://finance.yahoo.com/quote/EVGN/profile?p=EVGN,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in multiple life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The CPB platform, incorporating a deep understanding of biology leveraged through big data and artificial intelligence, designed to computationally discover and uniquely guide the development of life-science products based on microbes, small molecules, and genetic elements. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer; and through its subsidiary, Canonic Ltd., has a collaboration agreement with Cannbit Ltd., a subsidiary of Tikun Olam-Cannbit Ltd. for the development of novel medical cannabis products. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",0,0,0
MEDXF,Medexus Pharmaceuticals Inc,Common Stock,6.03,$114.87M,https://finance.yahoo.com/quote/MEDXF/profile?p=MEDXF,"Medexus Pharmaceuticals Inc. operates as a specialty pharmaceutical company in Canada and the United States. The company's primary products are Rasuvo and Metoject, a formulation of methotrexate designed to treat rheumatoid arthritis psoriasis, and juvenile idiopathic arthritis; IXINITY, an intravenous recombinant factor IX therapeutic for use in patients 12 years of age or older with Hemophilia B; and Rupall, a prescription allergy medication. Its products portfolio also include Treosulfan, a conditioning agent used prior to stem cell transplantation; and Triamcinolone Hexacetonide for intra-articular, intrasynovial, or periarticular use in adults and adolescents for the symptomatic treatment of subacute and chronic inflammatory joint diseases. The company was formerly known as Pediapharm Inc. and changed its name to Medexus Pharmaceuticals Inc. in December 2018. Medexus Pharmaceuticals Inc. was incorporated in 2013 and is based in Verdun, Canada.",0,0,0
PTN,Palatin Technologies Inc.,Common Stock,0.514,$115.05M,https://finance.yahoo.com/quote/PTN/profile?p=PTN,"Palatin Technologies, Inc., a specialized biopharmaceutical company, develops targeted receptor-specific therapeutics for the treatment of various diseases in the United States. The company's lead product is Vyleesi, a melanocortin receptor agonist for the treatment of premenopausal women with acquired, generalized hypoactive sexual desire disorder. It is also developing oral PL8177, a selective melanocortin receptor (MCr) 1 agonist peptide that has completed Phase I clinical trial for the treatment of inflammatory bowel diseases; and systemic PL8177, which has completed Phase I clinical trial for treating non-infectious uveitis and COVID-19. In addition, the company engages in the development of PL9643, a peptide melanocortin agonist active at multiple MCrs, including MC1r and MC5r for anti-inflammatory ocular indications, such as dry eye disease; and melanocortin peptides for diabetic retinopathy. Further, it is developing PL3994, a natriuretic peptide receptor (NPR)-A agonist and synthetic mimetic of the endogenous neuropeptide hormone atrial natriuretic peptide for cardiovascular indications; and PL5028, a dual NPR-A and NPR-C agonist to treat cardiovascular and fibrotic diseases, including reducing cardiac hypertrophy and fibrosis. The company was founded in 1986 and is based in Cranbury, New Jersey.",0,0,0
VYGR,Voyager Therapeutics Inc,Common Stock,3.23,$116.20M,https://finance.yahoo.com/quote/VYGR/profile?p=VYGR,"Voyager Therapeutics, Inc., a clinical-stage gene therapy company, focuses on the development of treatments for patients suffering from severe neurological diseases. The company's lead clinical candidate is the VY-AADC, which is in open-label Phase 1b clinical trial for the treatment of Parkinson's disease. Its preclinical programs comprise VY-SOD102 for the treatment of amyotrophic lateral sclerosis; VY-HTT01 for Huntington's disease; VY-FXN01 for Friedreich's ataxia; and Tau program for the treatment of tauopathies, including Alzheimer's disease, progressive supranuclear palsy, and frontotemporal dementia. The company has strategic collaboration agreements with the University of Massachusetts; and ClearPoint Neuro, Inc., as well as collaborations with Thermo Fisher Scientific and Fujifilm Diosynth Biotechnologies to support the development of its gene therapy programs. It also has a collaboration and license agreement with Neurocrine Biosciences, Inc. for the research, development, and commercialization of adeno-associated virus-based gene therapy products. Voyager Therapeutics, Inc. was founded in 2013 and is headquartered in Cambridge, Massachusetts.",0,0,1
NXGWF,Next Green Wave Holdings Inc,Common Stock,0.62475,$116.22M,https://finance.yahoo.com/quote/NXGWF/profile?p=NXGWF,"Next Green Wave Holdings Inc. cultivates and distributes medicinal and recreational cannabis in California. It is also involved in the processing, production, and packaging of dry flower, cannabis oils, and concentrates. The company offers its products under the Loki the Dog, Carey Hart, King Louie, Sketchy Tank, Junkyard, SD Cannabis, Thorn St. Brewing, Toy Machine Co, and Junkyard brands. The company was formerly known as Crossgate Capital Corporation and changed its name to Next Green Wave Holdings Inc. in August 2018. Next Green Wave Holdings Inc. was incorporated in 2011 and is based in Vancouver, Canada.",0,0,0
LPCN,Lipocine Inc,Common Stock,1.34,$116.54M,https://finance.yahoo.com/quote/LPCN/profile?p=LPCN,"Lipocine Inc., a clinical-stage biopharmaceutical company, focuses on the development of pharmaceutical products for the treatment of metabolic and endocrine disorders. Its primary development programs are based on oral delivery solutions for poorly bioavailable drugs. The company has a portfolio of product candidates designed to produce pharmacokinetic characteristics and facilitate lower dosing requirements, bypass first-pass metabolism in certain cases, reduce side effects, and eliminate gastrointestinal interactions that limit bioavailability. Its lead product candidate is TLANDO, an oral testosterone replacement therapy. The company's pipeline candidates also include LPCN 1144, an oral prodrug of bioidentical testosterone that is in Phase II Clinical trial for the treatment of non-cirrhotic non-alcoholic steatohepatitis (NASH); TLANDO XR, an oral prodrug of testosterone for once daily dosing, which has completed Phase II clinical trial in hypogonadal men; LPCN 1148, an oral prodrug of bioidentical testosterone that has completed phase I clinical trial for the treatment of NASH cirrhosis; and LPCN 1107, an oral hydroxyprogesterone caproate product that has completed dose finding Phase II clinical trial for the prevention of recurrent preterm birth. The company is headquartered in Salt Lake City, Utah.",0,1,0
SLHG,Skylight Health Group Inc,Common Stock,3.29,$116.67M,https://finance.yahoo.com/quote/SLHG/profile?p=SLHG,"Skylight Health Group Inc. operates as a healthcare services and technology company in the United States, Canada, the United Kingdom, and Colombia. It operates the US multi-state primary care health network that comprises of physical practices, which provides a range of services from primary care, sub-specialty, allied health, and laboratory/diagnostic testing. The company also owns and operates a proprietary electronic health record system that supports the delivery of care to patients through telemedicine and other remote monitoring system integrations. In addition, it offers a disruptive subscription-based telemedicine service for the un/under-insured population. The company was formerly known as CB2 Insights Inc. and changed its name to Skylight Health Group Inc. in November 2020. Skylight Health Group Inc. was founded in 2014 and is headquartered in Mississauga, Canada.",0,0,0
ORGS,Orgenesis Inc,Common Stock,4.99,$117.01M,https://finance.yahoo.com/quote/ORGS/profile?p=ORGS,"Orgenesis Inc., a biotech company, focusing on cell and gene therapies (CGTs). The company develops a Point of Care (POCare) platform includes three enabling components: a pipeline of licensed POCare Therapeutics that are processed and produced in closed, automated POCare Technology systems across a collaborative POCare Network. It focuses on autologous therapies, with processes and systems that are developed for each therapy using a closed and automated processing system approach that is validated for compliant production near the patient at their point of care for treatment of the patient. sThe company's POCare Network brings together patients, doctors, industry partners, research institutes, and hospitals for the clinical development and production of therapies worldwide. The company was formerly known as Business Outsourcing Service, Inc. and changed its name to Orgenesis Inc. in August 2011. The company was incorporated in 2008 and is based in Germantown, Maryland.",0,0,0
VBLT,Vascular Biogenics Ltd,Common Stock,2.02,$117.34M,https://finance.yahoo.com/quote/VBLT/profile?p=VBLT,"Vascular Biogenics Ltd., a clinical biopharmaceutical company, focuses on the discovery, development, and commercialization of treatments for cancer and immune/inflammatory indications. The company's program is based on its proprietary vascular targeting system platform technology, which utilizes genetically targeted therapy to destroy newly formed or angiogenic blood vessels. Its lead product candidate is VB-111, a gene-based biologic that is in Phase III clinical trials for the recurrent platinum-resistant ovarian cancer; and Phase II clinical trials treatment of recurrent glioblastoma and colorectal cancer, as well as has completed Phase II clinical trial for the treatment of thyroid cancer. It is also developing VB-511, an anti-angiogenic candidate for oncology; VB-211 and VB-411, which are pro-angiogenic candidates for the treatment of peripheral vascular diseases; and VB-703 for NASH and renal fibrosis. In addition, the company is developing VB-201, a Lecinoxoid-based product candidate to treat atherosclerosis that has completed Phase II clinical; and is in Phase II exploratory trials for COVID-19, as well as in pre-clinical stage for the treatment of NASH and renal fibrosis. It is also developing VB-601 for various inflammatory indications, and VB-611 for various solid tumors. The company was formerly known as Medicard Ltd. and changed its name to Vascular Biogenics Ltd. in January 2003. Vascular Biogenics Ltd. was incorporated in 2000 and is headquartered in Modi'in, Israel.",1,1,0
LOVFF,Cannara Biotech Inc,Common Stock,0.1404,$117.89M,https://finance.yahoo.com/quote/LOVFF/profile?p=LOVFF,"Cannara Biotech Inc., together with its subsidiaries, engages in the indoor cultivation, processing, and sale of cannabis and cannabis-infused products in Canada. It also offers hemp based CBD products through e-commerce platform. The company was incorporated in 2017 and is headquartered in Montreal, Canada.",0,0,0
HEPA,Hepion Pharmaceuticals Inc,Common Stock,1.56,$118.15M,https://finance.yahoo.com/quote/HEPA/profile?p=HEPA,"Hepion Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the development of drug therapy treatment for chronic liver diseases in the United States. It is involved in developing CRV431, a cyclophilin inhibitor that is in Phase 2a clinical trials to target multiple pathologic pathways involved in the progression of liver disease. The company was formerly known as ContraVir Pharmaceuticals, Inc. and changed its name to Hepion Pharmaceuticals, Inc. in July 2019. Hepion Pharmaceuticals, Inc. was incorporated in 2013 and is headquartered in Edison, New Jersey.",0,1,0
ELOX,Eloxx Pharmaceuticals Inc,Common Stock,1.39,$118.88M,https://finance.yahoo.com/quote/ELOX/profile?p=ELOX,"Eloxx Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on developing ribonucleic acid modulating drug candidates for the treatment of rare and ultra-rare premature stop codon diseases. Its lead investigational drug product candidate is ELX-02, which is in Phase 2 clinical trial that focuses on the treatment of cystic fibrosis and nephropathic cystinosis patients with diagnosed nonsense mutations. The company was incorporated in 2013 and is headquartered in Waltham, Massachusetts.",0,1,0
XCUR,Exicure Inc,Common Stock,1.39,$119.67M,https://finance.yahoo.com/quote/XCUR/profile?p=XCUR,"Exicure, Inc., a clinical-stage biotechnology company, develops therapeutics for neurology, immuno-oncology, inflammatory diseases, and genetic disorders based on its proprietary spherical nucleic acid (SNA) technology. Its drug candidate includes cavrotolimod (AST-008) that is in a Phase 1b/2 clinical trials in patients with advanced solid tumors. The company is also developing XCUR-FXN, an SNAÂbased therapeutic candidate that is in preclinical trials for the treatment of Friedreich's ataxia; XCUR17, an SNA that targets the messenger RNA (mRNA) encoding interleukin 17 receptor alpha; and AST-005, an SNA targeting TNF for the treatment of mild to moderate psoriasis. It has a collaboration, option, and license agreement with Allergan Pharmaceuticals International Limited to develop SNA-based treatments for hair loss disorders; and license and development agreement with DERMELIX, LLC to research, develop, and commercialize its technology for the treatment of netherton syndrome. The company was founded in 2011 and is headquartered in Chicago, Illinois.",0,0,0
BCLI,Brainstorm Cell Therapeutics,Common Stock,3.57,$120.94M,https://finance.yahoo.com/quote/BCLI/profile?p=BCLI,"Brainstorm Cell Therapeutics Inc., a biotechnology company, engages in the development and commercialization of autologous cellular therapies for the treatment of neurodegenerative diseases. The company holds rights to develop and commercialize its NurOwn technology that utilizes cell culture methods to induce autologous bone marrow-derived mesenchymal stem cells to secrete high levels of neurotrophic factors, modulate neuroinflammatory and neurodegenerative disease processes, promote neuronal survival, and enhance neurological function. It is developing NurOwn, which has completed Phase III clinical trial for the treatment of amyotrophic lateral sclerosis; and in Phase II for the treatment of progressive multiple sclerosis and alzheimer's disease, as well as for other central nervous system disorders. The company has a partnership with Catalent for the manufacture of NurOwn. The company was formerly known as Golden Hand Resources Inc. and changed its name to Brainstorm Cell Therapeutics Inc. in November 2004. Brainstorm Cell Therapeutics Inc. was founded in 2000 and is headquartered in New York, New York.",1,1,1
IMV,IMV Inc,Common Stock,1.74,$122.03M,https://finance.yahoo.com/quote/IMV/profile?p=IMV,"IMV Inc., a biopharmaceutical company, focuses on the development of cancer immunotherapies and vaccines against infectious diseases using its DPX delivery technology platform. The company's lead drug candidate includes maveropepimut-S (DPX-Survivac), a T cell therapy, which is in three Phase II clinical trials across 6 different cancer indications with and without Merck's Keytruda; and Phase II clinical trials for the treatment of ovarian cancer, and recurrent and refractory diffuse large B cell lymphoma. It is also developing DPX-COVID-19, a second-generation vaccine against severe acute respiratory syndrome coronavirus 2; and DPX-RSV, a vaccine candidate, which has completed Phase I clinical trials for the treatment of respiratory syncytial virus strain A, as well as DPX-SurMAGE for the treatment of bladder cancer and DPX-BRAF to treat melanoma patients. The company was formerly known as Immunovaccine Inc. and changed its name to IMV Inc. in May 2018. IMV Inc. was founded in 2000 and is headquartered in Dartmouth, Canada.",0,1,0
ENTX,Entera Bio Ltd,Common Stock,5.21,$122.21M,https://finance.yahoo.com/quote/ENTX/profile?p=ENTX,"Entera Bio Ltd., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of orally delivered large molecule therapeutics for unmet medical needs. The company's lead product candidates include the EB612, an oral parathyroid hormone product candidate, which is in Phase 2 clinical trials for the treatment of hypoparathyroidism; and EB613 that is in Phase 2 clinical trials for the treatment of osteoporosis. It is also developing EB613 for the treatment of non-union fractures. The company has a research collaboration and license agreement with the Amgen Inc. for the development and discovery of clinical candidates in the field of inflammatory disease and other serious illnesses. Entera Bio Ltd. was incorporated in 2009 and is based in Jerusalem, Israel.",0,1,0
GDNSF,Goodness Growth Holdings Inc,Common Stock,1.585,$122.85M,https://finance.yahoo.com/quote/GDNSF/profile?p=GDNSF,"Goodness Growth Holdings, Inc. operates as a physician-led cannabis company in the United States. It cultivates cannabis; manufactures pharmaceutical-grade cannabis extracts; and sells its products through its network of Green Goods and other retail locations, and third-party dispensaries. The company grows and/or processes cannabis in eight markets and operates 16 dispensaries. The company was formerly known as Vireo Health International Inc. and changed its name to Goodness Growth Holdings, Inc. in June 2021. Goodness Growth Holdings, Inc. is headquartered in Minneapolis, Minnesota.",0,0,0
ONCY,Oncolytics Biotech Inc,Common Stock,2.4,$123.48M,https://finance.yahoo.com/quote/ONCY/profile?p=ONCY,"Oncolytics Biotech Inc., a development stage biopharmaceutical company, focuses on the discovery and development of pharmaceutical products for the treatment of cancer. Its lead product is pelareorep, an immuno-oncology viral-agent for the treatment of solid tumors and hematological malignancies. The company has collaboration agreements with Merck KGaA and Pfizer Inc. to co-develop pelareorep in combination with paclitaxel and avelumab, a human anti-PD-L1 antibody for the treatment of hormone-receptor positive, human epidermal growth factor 2-negative metastatic breast cancer; and PrECOG LLC. The company was incorporated in 1998 and is headquartered in Calgary, Canada.",0,0,0
AQST,Aquestive Therapeutics Inc,Common Stock,3.51,$123.68M,https://finance.yahoo.com/quote/AQST/profile?p=AQST,"Aquestive Therapeutics, Inc., a pharmaceutical company, focuses on identifying, developing, and commercializing various products to address unmet medical needs in the United States and internationally. The company markets Sympazan, an oral soluble film formulation of clobazam for the treatment of lennox-gastaut syndrome; Suboxone, a sublingual film formulation of buprenorphine and naloxone for the treatment of opioid dependence; and Zuplenz, an oral soluble film formulation of ondansetron for the treatment of nausea and vomiting associated with chemotherapy and post-operative recovery. The company's proprietary product candidates comprise Libervant, a buccal soluble film formulation of diazepam for the treatment of seizures; and Exservan, an oral soluble film formulation of riluzole for the treatment of amyotrophic lateral sclerosis. Its proprietary pipeline of complex molecule products include AQST-108, a sublingual film formulation of epinephrine for the treatment of anaphylaxis; and AQST-305, a sublingual film formulation of octreotide for the treatment of acromegaly. Further, the company develops KYNMOBI, a sublingual film formulation of apomorphine for the treatment of episodic off-periods in Parkinson's disease. Aquestive Therapeutics, Inc. was incorporated in 2004 and is headquartered in Warren, New Jersey.",0,0,0
LQDA,Liquidia Corp,Common Stock,2.45,$123.70M,https://finance.yahoo.com/quote/LQDA/profile?p=LQDA,"Liquidia Corporation, a biopharmaceutical company, develops, manufactures, and commercializes various products for unmet patient needs in the United States. Its product candidates include LIQ861, an inhaled dry powder formulation of treprostinil for the treatment of pulmonary arterial hypertension; and LIQ865, a sustained-release formulation of bupivacaine for the treatment of local post-operative pain. The company also distributes generic treprostinil injection in the United States. Liquidia Corporation was founded in 2004 and is headquartered in Morrisville, North Carolina.",0,0,0
ABEO,Abeona Therapeutics Inc,Common Stock,1.28,$123.77M,https://finance.yahoo.com/quote/ABEO/profile?p=ABEO,"Abeona Therapeutics Inc., a clinical-stage biopharmaceutical company, develops gene and cell therapies for life-threatening rare genetic diseases. Its lead programs include EB-101, an autologous, gene-corrected cell therapy for recessive dystrophic epidermolysis bullosa; ABO-102, an adeno-associated virus-based gene therapy for Sanfilippo syndrome type A; and ABO-101, an AAV-based gene therapy for Sanfilippo syndrome type B. The company also develops ABO-201 to treat CLN3 disease; ABO-401 for the treatment of cystic fibrosis; and ABO-5OX for the treatment of genetic eye disorders. In addition, it is developing AAV-based gene therapy through its AIM vector platform programs. The company was formerly known as PlasmaTech Biopharmaceuticals, Inc. and changed its name to Abeona Therapeutics Inc. in June 2015. Abeona Therapeutics Inc. was founded in 1974 and is headquartered in New York, New York.",0,0,0
